"nome","resumo","coordenador"
"CIÊNCIA EM PRÁTICA","As universidades por meio da divulgação científica desempenham um papel importantíssimo na promoção e gestão do conhecimento não somente para dar visibilidade à produção acadêmica mas principalmente para tornar os resultados de suas pesquisas acessíveis ao cidadão para que ele possa refletir sobre eles aplicá-los no seu cotidiano ou mesmo questioná-los. Na sociedade midiática atual apresentar a produção acadêmica da uerj por meio de um programa de rádio formatado para este fim é no mínimo oportuno e também um grande desafio. Só no prociência a uerj contabiliza mais de 500 projetos de pesquisa nas mais variadas áreas do saber. Traduzir esse conteúdo para uma linguagem radiofônica de forma compreensível e atraente para o ouvinte cumpre um duplo papel: educativo/informativo possibilitando ao cidadão acesso a esse conhecimento e a possibilidade de aplicá-lo ao seu cotidiano; e de promoção e fortalecimento da imagem institucional da universidade frente à sociedade dando maior transparência à sua produção. Como destaca margarida krohling kunsch (1992) “no mundo em que vivemos hoje a universidade tem não só o dever mas a responsabilidade social de reproduzir sua pesquisa de forma aberta a toda a sociedade. Não se justifica mais uma produção científica enclausurada em arquivos e prateleiras com restrito acesso de uma minoria privilegiada. é preciso democratizar a universidade”.","Carlos Eduardo Moncken Michel"
"LABORATÓRIO DE ESTUDOS SOBRE REGIONALISMO E POLÍTICA EXTERNA","O lerpe foi criado a partir do desenvolvimento do grupo de pesquisa integração na américa do sul e o papel do brasil certificado pelo cnpq desde 2010 nos marcos do ppgri/uerj. Miriam saraiva é sua criadora e líder. O grupo tem duas linhas de pesquisa: política externa brasileira para a américa do sul e regionalismo sul-americano. O grupo inclui desde sua criação pesquisadores brasileiros que atuam em outras instituições nacionais e trabalha em rede com pesquisadores estrangeiros. Desde 2015 tem como vice-líder o prof. Paulo afonso velasco jr. Tem uma interface importante dentro da uerj na formação de recursos humanos: desde 2010 conta sempre com um pesquisador de pós-doutorado papd/faperj (6 desde então) vinculados a projetos coordenados por miriam saraiva. Desde 2010 foram formados 4 doutorandos 23 mestrandos e desde 2013 coma criação do bacharelado em relações internacionais 30 bolsistas de iniciação científica. Em 2018 o lerpe foi criado nos marcos institucionais do ppgri por miriam saraiva e pela pós-doutoranda faperj lorena granja hernández. Embora a política externa brasileira e o regionalismo sul-americano sigam ocupando um lugar central nas pesquisas do lerpe há espaços para regionalismo em geral e estudos de políticas externas de outros países ou grupo de países. O lerpe é aberto para pesquisadores estudantes de doutorado mestrado e graduação da área de relações internacionais da uerj; ou que mantenham vínculos fortes com a instituição. Eventualmente incorpora também pós-graduandos de outras instituições. As atividades principais do lerpe são: a organização de debates acadêmicos incentivando a troca de ideias sobre confecção de artigos e papers para congressos entre os membros do grupo; organização de atividades nos marcos da uerj; pesquisa e construção de base de dados.","Miriam Gomes Saraiva"
"PODCAST: CONTEÚDO CONCRETO NA UERJ","Trata-se de um programa de podcast com produção para ser veiculado na rede em agregadores podcast/stream. é voltado para o público universitário mas também atende o público geral por extensão. Esse recorte extensionista foi idealizado após uma avaliação criteriosa buscando promover o acesso ao conhecimento produzido pela universidade pública de qualidade e excelência. A intenção é levar ao estúdio do áudiolab (laboratório de áudio da faculdade de comunicação social) atores do conhecimento das mais diversas áreas do saber universitário capazes de debater sobre suas reflexões de uma forma descontraída e acessível ao público leigo. Mas sem perder a qualidade de ser dialogal para o com o público acadêmico especialmente com o alunado -0 da graduação das licenciaturas e da pós-graduação. Nesse sentido entende-se que as ações voltadas para a disseminação do conhecimento gerado na universidade como informação e elos de formação devam estar inseridas em propostas que possam contribuir para o desenvolvimento de contextos de crescimento intelectual da população carioca e até do brasil como um todo já que o conteúdo será disponibilizado via internet. Este projeto já tem sua versão em andamento desde 2014 quando operava como produto de webrário na rádio uerj. Tendo em 2020 ganho o aporte de conhecimento técnico do áudiolab (fcs) para gravação e edição pôde dar o seguimento à sua proposta de permitir o acesso à informação e o conhecimento gerado na uerj. Deixado este material armazenado em multiplataformas – spotify anchor google podcast e etc - levando educação relevante para todos de forma a estender o alcance da universidade do estado rio de janeiro. Ainda vale destacar um aspecto muito relevante de permitir aos agentes de estágio envolvidos no projeto uma experiência prática consonante com as mais novas tarefas do mercado de trabalho complementando a grade curricular através desta prática extensionista.","Kleber Pereira De Souza"
"LABORATÓRIO DE ESTUDOS EM MÍDIA E ESPORTE","O laboratório de estudos em mídia e esporte (leme) foi fundado em 2014 por meio do edital universal cnpq 14/2013 e desde então tem como objetivo primordial difundir o conhecimento acadêmico sobre a interface esporte/comunicação expandindo seu alcance para diversos públicos de interesse. Enquanto unidade de desenvolvimento tecnológico do departamento de inovação da uerj (udt) buscamos: a) estimular a manutenção e o crescimento das atividades do laboratório na faculdade de comunicação social (fcs); b) produzir regularmente conteúdos originais sobre as temáticas de interesse do laboratório voltados à educação e à popularização da ciência; c) difundir esse conteúdo por meio do blog no site do laboratório (leme.Uerj.Br) do podcast (passes e impasses) do boletim (replay) das reuniões do grupo de estudo e de nossas páginas (@lemeuerj) no facebook instagram e youtube; d) organizar seminários e encontros acadêmicos com o propósito de fomentar o debate sobre a interface mídia e esporte; e) eventualmente realizar cursos de extensão oficinas ou minicursos. Por meio dessas iniciativas o laboratório tem construído e mantido laços com professores e investigadores de outras instituições de ensino superior (ies) do brasil e do exterior e já é referência na pesquisa da relação entre mídia e esporte. O laboratório é resultado de um trabalho desenvolvido há mais de 27 anos pelo grupo de pesquisa “esporte e cultura” cadastrado no cnpq e na sub-reitoria de pós-graduação e pesquisa da uerj. O leme é coordenado pelos professores ronaldo george helal líder do grupo de pesquisa citado fausto amaro (coordenador deste projeto) e leda costa estando vinculado à faculdade de comunicação social (fcs) ao programa de pós-graduação em comunicação (ppgcom) da uerj. No âmbito da pesquisa acadêmica o laboratório oferece suporte às pesquisas desenvolvidas pelos coordenadores e seus orientandos.","Fausto Amaro Ribeiro Picoreli Montanha"
"A UNIVERSIDADE EM PAUTA: A WEBTV COMO FERRAMENTA DE DIVULGAÇÃO E POPULARIZAÇÃO DA PRODUÇÃO ACADÊMICA","Produzido pelo centro de tecnologia educacional (cte) o uerj em pauta é um programa voltado para a cobertura jornalística e divulgação de notícias do cotidiano da universidade como eventos acadêmicos e culturais solenidades serviços prestados à comunidade projetos de pesquisa ações de extensão publicações cursos campanhas de interesse público e muito mais. As diversas atividades universitárias viram notícia no uerj em pauta. O projeto cria assim um canal de divulgação das ações da uerj funcionando como um instrumento de sociabilidade entre o corpo docente discente funcionários e a comunidade externa. Nesse contexto o projeto exerce uma importante função ao desenvolver um programa de tv que aproxima a universidade e a sociedade em geral tornando público o seu do dia a dia dando visibilidade às suas realizações e fortalecendo sua imagem ao evidenciar o seu importante papel na sociedade. O programa uerj em pauta integra a programação da tv uerj e pode ser acompanhado através da internet no site do cte (www.Cte.Uerj.Br/tvuerj) e no youtube (www.Youtube.Com/ tvuerjoficial).","Adair Leonardo Rocha"
"OBSERVATÓRIO DE OBESIDADE","A obesidade é um agravo de natureza complexa e múltipla determinação. No brasil sua prevalência é crescente em todas as idades a partir dos cinco anos de vida e sua redução constitui grande desafio para a saúde pública. O último inquérito nacional domiciliar que avaliou o estado nutricional data de 2019 e verificou que 25 9% dos adultos brasileiros apresenta obesidade. No município do rio de janeiro em 2023 a prevalência de obesidade entre adultos foi de 26 2%. Dada a importância da obesidade em agosto de 2018 o cnpq lançou a chamada cnpq/ms/sas/dab/cgan nº 26/2018 - enfrentamento e controle da obesidade no âmbito do sus. Equipe composta por docentes e pesquisadores da uerj ufrj unirio uff fiocruz e por nutricionistas da secretaria estadual de saúde do rio de janeiro apresentou a proposta intitulada “ações de controle e enfrentamento da obesidade no estado do rio de janeiro – pesquisa formação monitoramento e difusão” a qual foi aprovada em outubro de 2018. Como parte das atividades do projeto foi proposto o observatório de obesidade. Mesmo com o término do peo-erj em março de 2022 as atividades do observatório tiveram seguimento com ampliação de seu escopo e público-alvo. Atualmente o observatório tem como principal objetivo a sistematização tradução e difusão de evidências científicas informações e dados sobre obesidade. O observatório iniciou suas atividades em 2019 fica situado fisicamente na uerj e explicita suas ações por meio de website onde são organizadas publicações acadêmicas e relatórios técnicos materiais informativos e bases de dados e também de perfil em duas redes sociais. O website e as redes sociais também são difusores de notícias eventos e atividades de formação relacionadas à temática.","Daniela Silva Canella"
"HISTÓRIA DA PSICOLOGIA NAS REDES: O CANAL CLIO-PSYCHÉ NO YOUTUBE COMO FERRAMENTA DE DIVULGAÇÃO CIENTÍFICA","O projeto de extensão “história da psicologia nas redes: o canal clio-psyché no youtube como ferramenta de divulgação científica” é uma atividade integrante do instituto de psicologia da universidade do estado do rio de janeiro (uerj). Iniciou-se em 2021 com o objetivo de ampliar e modernizar o conteúdo do canal clio psyché no youtube alcançando novos seguidores e interações o que denota o alcance da divulgação das atividades científicas desenvolvidas no laboratório de história e memória da psicologia – clio-psyché bem como de instituições e pesquisadores parceiros. O canal observou no primeiro ano de funcionamento um aumento de 35% no número de inscritos maior do que o previsto no projeto inicial. O projeto foi ampliado para outra mídia o instagram que por ser mais dinâmica tem contribuído na divulgação dos vídeos semanais do youtube e também com a interação com os usuários por meio de reels enquetes e outras ferramentas. Como continuidade das atividades desenvolvidas – vídeos do acervo do laboratório lives vídeos de divulgação de livros e pesquisas do clio homogeneização da linguagem visual dos canais entre outras – no próximo ano o conteúdo do canal do youtube será compartilhado também por meio de um podcast ferramenta que vem ganhando muita aceitação mostrando-se muito potente na divulgação científica também. Além disso a equipe do projeto está analisando o site do laboratório e fará uma atualização tanto do seu conteúdo quanto do seu layout. No ano de 2024 ocorreu o xvi encontro clio-psyché e certamente essas ferramentas serviram para a expansão do alcance do evento já tradicional na área de história da psicologia da américa latina. Em posse dos resultados estatísticos fornecidos pelas próprias plataformas utilizadas já temos condições de redigir artigos científicos sobre a experiência e de apresentação do projeto em eventos científicos de história da psicologia.","Filipe Degani Carneiro"
"ESCRITÓRIO MODELO DE TRADUÇÃO: CENTRO DE PRODUÇÃO E FORMAÇÃO DE QUADROS - DEPARTAMENTO LAG (LETRAS ANGLO-GERMÂNICAS)","O presente projeto busca contemplar o ensino e a pesquisa em tradução bem como a extensão por meio do atendimento a demandas sociais. Nesse sentido com o avanço do trabalho desenvolvido desde 1999 pelo escritório modelo de tradução ana cristina césar com aberturas de novas frentes e a partir de 2021 tendo se tornado o programa ""escritório modelo de tradução"" o projeto ""escritório modelo de tradução: centro de produção e formação de quadros - lag (letras anglo-germânicas)” um dos três projetos que compõe o programa tem como principais metas e objetivos atender às demandas imediatas de trabalhos de tradução das comunidades interna e externa da universidade referentes às línguas alemã e inglesa contribuindo para a qualidade acadêmica do ile/uerj através do aprimoramento de docentes e da formação de estudantes. Além de oferecermos trabalhos de tradução acessíveis e de qualidade para o publico interno e externo nossos bolsistas vivenciam experiências reais de prática de tradução que os qualifica para mais facilmente conseguirem uma colocação no mercado de trabalho após o termino da bolsa e da participação no projeto. Além disso o projeto em parceria com importantes eventos como a flup: feira literária das periferias considerada um patrimônio cultural de natureza imaterial do estado do rio de janeiro possibilita diálogos interculturais experiências riquíssimas de prática de tradução e discussões de questões históricas e socioculturais pela equipe do projeto oferecendo aos alunos um processo de formação crítico e reflexivo que pode vir a facilitar até mesmo a mobilidade social.","Marcela Iochem Valente"
"ESCRITÓRIO MODELO DE TRADUÇÃO: CENTRO DE PRODUÇÃO E FORMAÇÃO DE QUADROS – DEPARTAMENTO LNEO (LETRAS NEOLATINAS)","O presente projeto busca contemplar o ensino e a pesquisa em tradução (cultural e intercultural) bem como a extensão por meio do atendimento a demandas sociais. Nesse sentido com o avanço do trabalho desenvolvido em 23 anos de escritório modelo de tradução ana cristina césar com aberturas de novas frentes e a perspectiva de em breve tornarmo-nos um programa o projeto “escritório modelo de tradução: centro de produção e formação de quadros - departamento lneo” tem como principais metas e objetivos atender às demandas imediatas de trabalhos de tradução das comunidades interna e externa da universidade referentes às línguas espanhola francesa e italiana contribuindo para a qualidade acadêmica do ile/uerj através do aprimoramento de docentes e da formação de estudantes.","Julia Scamparini Ferreira"
"ESCRITÓRIO-MODELO TRANSDISCIPLINAR DE COMUNICAÇÃO INSTITUCIONAL DO INSTITUTO DE LETRAS","O projeto escritório-modelo transdisciplinar de comunicação institucional do instituto de letras propõe a criação de um núcleo integrador de práticas comunicacionais críticas visando democratizar o acesso ao conhecimento produzido na universidade e fortalecer a imagem institucional do instituto de letras (ile) e da universidade perante seus públicos interno e externo. Partindo de uma abordagem transdisciplinar (nicolescu 2000; fazenda 2011) a iniciativa articula teoria e prática extensionista para enfrentar desafios emergentes: a digitalização acelerada do ensino superior pós-pandêmico a assimetrias informacionais do mundo contemporâneo e a crescente mercantilização dos espaços digitais que limitam o potencial democrático da internet. O projeto estrutura-se em três eixos interligados: 1) gestão estratégica de canais digitais (facebook instagram whatsapp) com otimização de fluxos informacionais e adoção de design centrado no usuário; 2) divulgação científica crítica por meio da produção de conteúdo multimodal que traduza pesquisas em linguagens acessíveis combatendo a desordem informacional; 3) formação de recursos humanos em comunicação pública integrando competências técnicas (edição audiovisual gestão de mídias) e reflexão ético-política sobre tecnologia. A metodologia combina ciclos de investigação-ação participativa (kemmis e mctaggart 1988) com avaliação mista monitorando métricas de engajamento digital e impactos qualitativos. Ao alinhar-se aos princípios da extensão universitária o projeto transcende a mera modernização administrativo-tecnológica: propõe um modelo de comunicação institucional contra-hegemônico que reconhece a linguagem como ferramenta de transformação social. Sua relevância amplia-se ao integrar ensino pesquisa e extensão em um ecossistema comunicacional participativo onde a produção científica em estudos da linguagem é ressignificada como bem público e direito coletivo.","Renê Alberto Moritz Da Silva e Forster"
"JORNALISMO E HISTÓRIA","O projeto jornalismo e história estabelece de forma científica a relação entre o discurso jornalístico como fonte de pesquisa e narrativa da história contemporânea a partir de sua produção cotidiana. Realiza documentários e outros produtos jornalísticos com suportes materiais do impresso do eletrônico e do digital com a finalidade de resgatar a realidade brasileira (com destaque a fluminense) atual por meio de diversos tópicos culturais e sociais em seu relato factual (historiográfico) do presente e na revisão da contextualização do processo histórico de nossa sociedade. Cada resgate tem a contribuição científica dos pesquisadores das unidades acadêmicas de toda uerj vinculadas ao objeto e o acervo de várias fundações e instituições culturais públicas e privadas no que possibilita o aprendizado qualificado dos estagiários em jornalismo desde a apuração da pauta –fundamental no relato jornalístico- até a formatação em linguagem de vários gêneros discursivos e de técnicas avançadas.","Fabio Mario Iorio"
"CINECLUBE DO DÉCIMO","O cineclube do décimo é um espaço para exibição e debate de filmes e vídeos de todos os gêneros e formatos. é realizado nas modalidades presencial e online e surge no laboratório de vídeo da faculdade de comunicação social da uerj. O cineclube é aberto a toda a comunidade universitária e externa da universidade e ao cap uerj colaborando especificamente para debate e reflexão de temas relacionados a áreas de conhecimento concentradas em comunicação social educação artes e cultura abarcando os segmentos do cinema fotografia jornalismo rádio comunicação comunitária coletivos de arte dentre outros.","Leandro Baptista De Almeida"
